[1;30;43mStreaming output truncated to the last 5000 lines.[0m
218  	 3.3547e-01 	4.4941e+00 	8.9881e-02
219  	 2.3152e-01 	5.7272e+00 	1.1454e-01
220  	 2.8245e-01 	5.6886e+00 	1.1377e-01
221  	 4.1298e-01 	4.5204e-02 	9.0407e-04
222  	 2.5208e-02 	8.3578e-01 	1.6716e-02
223  	 1.1207e-01 	4.9700e+00 	9.9399e-02
224  	 1.2693e-01 	6.0770e+00 	1.2154e-01
225  	 3.6204e-01 	5.7020e+00 	1.1404e-01
226  	 2.7356e-01 	3.8318e+00 	7.6637e-02
227  	 2.1870e-01 	8.1343e-01 	1.6269e-02
228  	 1.7292e-01 	1.3681e+00 	2.7361e-02
229  	 8.6894e-02 	3.0836e+00 	6.1672e-02
230  	 8.4827e-02 	6.2959e-02 	1.2592e-03
231  	 1.1431e-01 	2.6562e+00 	5.3125e-02
232  	 1.1625e-01 	1.3976e-01 	2.7952e-03
233  	 1.1767e-01 	5.2999e-01 	1.0600e-02
234  	 1.3235e-01 	9.6104e-01 	1.9221e-02
235  	 2.0300e-01 	3.5808e+00 	7.1616e-02
236  	 1.0833e-01 	6.8133e+00 	1.3627e-01
237  	 3.8032e-01 	5.4101e+00 	1.0820e-01
238  	 4.1117e-01 	7.2298e-01 	1.4460e-02
239  	 6.8314e-02 	3.7233e+00 	7.4465e-02
240  	 1.9117e-01 	3.0561e+00 	6.1121e-02
241  	 2.7045e-01 	1.4521e+00 	2.9041e-02
242  	 8.1326e-02 	3.2927e+00 	6.5854e-02
243  	 2.1739e-01 	4.2810e+00 	8.5621e-02
244  	 2.4982e-01 	8.9188e-01 	1.7838e-02
245  	 7.8178e-02 	2.0886e+00 	4.1772e-02
246  	 1.6308e-01 	2.8067e+00 	5.6135e-02
247  	 1.2311e-01 	4.7390e+00 	9.4779e-02
248  	 2.6683e-01 	4.5777e+00 	9.1554e-02
249  	 3.5048e-01 	1.1920e+00 	2.3840e-02
250  	 7.9449e-02 	4.0861e-01 	8.1721e-03
251  	 5.3260e-02 	1.3692e-01 	2.7384e-03
252  	 1.4660e-01 	1.3003e-01 	2.6005e-03
253  	 1.2553e-01 	1.6708e+00 	3.3416e-02
254  	 1.2882e-01 	1.4672e+00 	2.9343e-02
255  	 2.2849e-01 	1.6104e+00 	3.2209e-02
256  	 1.7814e-01 	1.8398e+00 	3.6795e-02
257  	 1.0432e-01 	9.6127e-01 	1.9225e-02
258  	 1.8535e-01 	4.6558e-01 	9.3115e-03
259  	 6.3209e-02 	9.2535e-01 	1.8507e-02
260  	 8.7672e-02 	1.3312e-01 	2.6625e-03
261  	 9.3560e-02 	3.3514e-01 	6.7028e-03
262  	 1.1961e-01 	3.4545e-01 	6.9089e-03
263  	 8.2986e-02 	2.0308e+00 	4.0616e-02
264  	 1.4431e-01 	3.9347e+00 	7.8695e-02
265  	 1.5891e-01 	3.2630e+00 	6.5259e-02
266  	 2.1532e-01 	4.6973e-01 	9.3947e-03
267  	 1.5887e-01 	6.5936e-01 	1.3187e-02
268  	 2.0954e-01 	1.1780e+00 	2.3561e-02
269  	 1.0150e-01 	1.6537e+00 	3.3074e-02
270  	 1.0654e-01 	7.5828e-01 	1.5166e-02
271  	 8.9080e-02 	7.6535e-01 	1.5307e-02
272  	 2.9674e-02 	8.4405e-01 	1.6881e-02
273  	 8.0940e-02 	2.9545e-01 	5.9090e-03
274  	 9.0420e-02 	3.9597e+00 	7.9195e-02
275  	 2.0432e-01 	6.0887e+00 	1.2177e-01
276  	 2.6348e-01 	5.4428e+00 	1.0886e-01
277  	 1.8945e-01 	5.1519e+00 	1.0304e-01
278  	 2.4057e-01 	3.3140e+00 	6.6279e-02
279  	 2.1662e-01 	4.1249e+00 	8.2498e-02
280  	 1.7221e-01 	6.0876e+00 	1.2175e-01
281  	 2.4745e-01 	4.5473e+00 	9.0946e-02
282  	 1.6844e-01 	5.2064e+00 	1.0413e-01
283  	 2.3415e-01 	4.8136e+00 	9.6272e-02
284  	 2.8014e-01 	9.5263e-01 	1.9053e-02
285  	 7.8384e-02 	6.2631e-01 	1.2526e-02
286  	 1.8918e-01 	5.9383e-01 	1.1877e-02
287  	 5.1338e-02 	2.3820e+00 	4.7640e-02
